"authorMeta/avatar","authorMeta/bioLink","authorMeta/digg","authorMeta/fans","authorMeta/following","authorMeta/friends","authorMeta/heart","authorMeta/id","authorMeta/name","authorMeta/nickName","authorMeta/originalAvatarUrl","authorMeta/privateAccount","authorMeta/profileUrl","authorMeta/signature","authorMeta/ttSeller","authorMeta/verified","authorMeta/video","commentCount","diggCount","playCount","shareCount","text","isSponsored","isAd","videoMeta/coverUrl","videoMeta/definition","videoMeta/duration","videoMeta/format","videoMeta/height","videoMeta/originalCoverUrl","videoMeta/subtitleLinks/0/downloadLink","videoMeta/subtitleLinks/0/language","videoMeta/subtitleLinks/0/source","videoMeta/subtitleLinks/0/sourceUnabbreviated","videoMeta/subtitleLinks/0/tiktokLink","videoMeta/subtitleLinks/0/version","videoMeta/subtitleLinks/1/downloadLink","videoMeta/subtitleLinks/1/language","videoMeta/subtitleLinks/1/source","videoMeta/subtitleLinks/1/sourceUnabbreviated","videoMeta/subtitleLinks/1/tiktokLink","videoMeta/subtitleLinks/1/version","videoMeta/width","webVideoUrl"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d0d001df1c30fbb0a1759238981d40c2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=2505e282&x-expires=1747108800&x-signature=WOobIGiIUlZG%2FvTW3zB4P2DkAvw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,"417","14900","7","0","381400","6666951940759535617","phuongbea_travel","Phượng Travel","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d0d001df1c30fbb0a1759238981d40c2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=2505e282&x-expires=1747108800&x-signature=WOobIGiIUlZG%2FvTW3zB4P2DkAvw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@phuongbea_travel","Zà lố 0347979008","false","false","62","130","5140","306100","1513","BLISS HOI AN BEACH RESORT & WELLNESS - cách phố cổ Hội An 30’ đi xe- xứng đáng chi tiền #blisshoian #blisshoianbeachresortwellness #blissbeachhoian #yoga #blissbeachhoian #resorthoian #hoianbeach #reviewblisshoian #viral #xuhuong #trending #reviewblisshoian #review #bliss","false","false","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIBlHqH1IAxeBEituPIBCLxAUGOZUwM0CrAOiz?lk3s=b59d6b55&x-expires=1747108800&x-signature=kuqbPKfLpEsaOzfWtkSr6Fby8fY%3D&shp=b59d6b55&shcp=-","540p","38","mp4","1024","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIBlHqH1IAxeBEituPIBCLxAUGOZUwM0CrAOiz?lk3s=b59d6b55&x-expires=1747108800&x-signature=kuqbPKfLpEsaOzfWtkSr6Fby8fY%3D&shp=b59d6b55&shcp=-",,,,,,,,,,,,,"576","https://www.tiktok.com/@phuongbea_travel/video/7486397511762988295"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9dd8b07f6f48e3884bb2340b9c2edd71~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=709486e6&x-expires=1747108800&x-signature=pqpi8Ypzd9RqWPnyecadvse1puA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,"3753","59900","288","0","340000","6613167074318385153","mynbabie","Myn đi chill 🎀","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9dd8b07f6f48e3884bb2340b9c2edd71~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=709486e6&x-expires=1747108800&x-signature=pqpi8Ypzd9RqWPnyecadvse1puA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@mynbabie","Myn thích đi đây đó 🧸","false","false","164","293","2953","308400","1705","Một trong những resort mà Myn rất thích, tiêu chuẩn 4 sao lại còn ngay trung tâm thành phố rất tiện luôn  #dalat #reviewdalat #xh #dulich #dalatreview #mercuredalatresort #mynbabie ","false","false","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/78a316836b96474390db53dd17124cf1_1727179275?lk3s=b59d6b55&x-expires=1747108800&x-signature=7MESV4iTwujmCDMGRavfU7LKQWE%3D&shp=b59d6b55&shcp=-","540p","29","mp4","1024","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/78a316836b96474390db53dd17124cf1_1727179275?lk3s=b59d6b55&x-expires=1747108800&x-signature=7MESV4iTwujmCDMGRavfU7LKQWE%3D&shp=b59d6b55&shcp=-","https://api.apify.com/v2/key-value-stores/eISShnheqlW0K8GlZ/records/subtitle-mynbabie-20240924120100-7418178421445987591-eng-US","eng-US","MT","machine translation","https://v16-webapp.tiktok.com/7e1a9fdd8db429d090eac4ef1817715d/6822d083/video/tos/alisg/tos-alisg-pv-0037/f39b3a9f46d74684b4cdf42eddcc74b7/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=26310&bt=13155&ds=4&ft=IecA0oTzD12NvnHVJWIxRG5jLlBF-UjNSmopiX&mime_type=video_mp4&qs=13&rc=anJrang5cnRkdTMzODczNEBpanJrang5cnRkdTMzODczNEByZHEuMmRrZ21gLS1kMTFzYSNyZHEuMmRrZ21gLS1kMTFzcw%3D%3D&l=20250511125357F2A90F95CFA4A6910AA6&btag=e00048000","4","https://api.apify.com/v2/key-value-stores/eISShnheqlW0K8GlZ/records/subtitle-mynbabie-20240924120100-7418178421445987591-vie-VN","vie-VN","ASR","automatic speech recognition","https://v16-webapp.tiktok.com/6ea91ce1d117bf47abf0e2b9e3bbd33c/6822d083/video/tos/alisg/tos-alisg-pv-0037/d9c703bb290d4cd589d50156ccf243d9/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=26310&bt=13155&ds=4&ft=IecA0oTzD12NvnHVJWIxRG5jLlBF-UjNSmopiX&mime_type=video_mp4&qs=13&rc=anJrang5cnRkdTMzODczNEBpanJrang5cnRkdTMzODczNEByZHEuMmRrZ21gLS1kMTFzYSNyZHEuMmRrZ21gLS1kMTFzcw%3D%3D&l=20250511125357F2A90F95CFA4A6910AA6&btag=e00048000","1:whisper_lid","576","https://www.tiktok.com/@mynbabie/video/7418178421445987591"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2d108fc6b509e41473bc52f16efb1ea5~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=ba090387&x-expires=1747108800&x-signature=Qg1GszOKPN4%2F5s9hADw2ddot09A%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,"115","285","25","0","3711","7234914891994383365","luckytravelvn","Luckytravel","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2d108fc6b509e41473bc52f16efb1ea5~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=ba090387&x-expires=1747108800&x-signature=Qg1GszOKPN4%2F5s9hADw2ddot09A%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@luckytravelvn","Forwork : 0904-621-796","false","false","23","66","678","132600","961","Resort miền Bắc duy nhất có thác nước tự nhiên trải dài xuyên suốt resort. Có ai muốn đắm mình vào ko gian thiên nhiên tuyệt đẹp này không nhỉ 🫣#avanaretreat #avanaretreatmaichau #reviewavanaretreat ","false","false","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/owj0GCi4AdYQVEZJ4fSeD09NICxbJgj38gnfIi?lk3s=b59d6b55&x-expires=1747108800&x-signature=1i94UyXrDDL9UjdGV620tK6kms4%3D&shp=b59d6b55&shcp=-","540p","23","mp4","1024","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/owj0GCi4AdYQVEZJ4fSeD09NICxbJgj38gnfIi?lk3s=b59d6b55&x-expires=1747108800&x-signature=1i94UyXrDDL9UjdGV620tK6kms4%3D&shp=b59d6b55&shcp=-",,,,,,,,,,,,,"576","https://www.tiktok.com/@luckytravelvn/video/7249666851678997766"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7dc025b3be404b1c610ac00fcb290711~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=cf5255cb&x-expires=1747108800&x-signature=Ls0UgdQuxFCrA04kNL2ic2Ek7No%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,"1270","23700","91","0","1000000","6547623487522799618","nguyenanhhphuong","Anh Phương","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7dc025b3be404b1c610ac00fcb290711~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=cf5255cb&x-expires=1747108800&x-signature=Ls0UgdQuxFCrA04kNL2ic2Ek7No%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@nguyenanhhphuong","Next trip: Phan Thiết
Tui có tour đảo, khách sạn Nha Trang
IG: @imphuong1208","false","false","179","287","8501","274200","3122","Đi Nha Trang mấy lần rồi mà giờ mới biết tới chỗ này 🥹🥹 Quá meee #amianaresortnhatrang #nhatrang #nhatrangbeach #caphenhatrang #tiktoktravel ","false","false","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/okaEQACEhlI1AFBAFHiVA2iW1JAA3bcHYvmBA?lk3s=b59d6b55&x-expires=1747108800&x-signature=hjXzuqmCrAr%2BKEQs%2FfGReHHcafY%3D&shp=b59d6b55&shcp=-","540p","51","mp4","1024","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/okaEQACEhlI1AFBAFHiVA2iW1JAA3bcHYvmBA?lk3s=b59d6b55&x-expires=1747108800&x-signature=hjXzuqmCrAr%2BKEQs%2FfGReHHcafY%3D&shp=b59d6b55&shcp=-","https://api.apify.com/v2/key-value-stores/eISShnheqlW0K8GlZ/records/subtitle-nguyenanhh-20250418133936-7494647375970028807-eng-US","eng-US","MT","machine translation","https://v16-webapp.tiktok.com/64ebae1d70dda53f9918747de805c511/6822d099/video/tos/alisg/tos-alisg-pv-0037/6a56794c420d4477b37318145a086bd7/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=101272&bt=50636&ft=IecA0oTzD12NvnHVJWIxRG5jLlBF-UjNSmopiX&mime_type=video_mp4&qs=13&rc=amd5cHY5cnQ4MzMzODczNEBpamd5cHY5cnQ4MzMzODczNEBlcS0wMmRjXi5hLS1kMTFzYSNlcS0wMmRjXi5hLS1kMTFzcw%3D%3D&l=20250511125357F2A90F95CFA4A6910AA6&btag=e00048000","4","https://api.apify.com/v2/key-value-stores/eISShnheqlW0K8GlZ/records/subtitle-nguyenanhh-20250418133936-7494647375970028807-vie-VN","vie-VN","ASR","automatic speech recognition","https://v16-webapp.tiktok.com/11c2d0d7ec28de1f0c48b4d62d3d3254/6822d099/video/tos/alisg/tos-alisg-pv-0037/dcb4731c2f75432bb76bcac083761111/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=101272&bt=50636&ft=IecA0oTzD12NvnHVJWIxRG5jLlBF-UjNSmopiX&mime_type=video_mp4&qs=13&rc=amd5cHY5cnQ4MzMzODczNEBpamd5cHY5cnQ4MzMzODczNEBlcS0wMmRjXi5hLS1kMTFzYSNlcS0wMmRjXi5hLS1kMTFzcw%3D%3D&l=20250511125357F2A90F95CFA4A6910AA6&btag=e00048000","1:whisper_lid","576","https://www.tiktok.com/@nguyenanhhphuong/video/7494647375970028807"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/653af3e4c68553ab73d08e0e8336430b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=3145e2a5&x-expires=1747108800&x-signature=VSq461b9qfRCo5yw%2Fq2ME17c9ik%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,"13800","296500","180","0","6700000","72332201190","elricreviewer","Elric","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/653af3e4c68553ab73d08e0e8336430b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=3145e2a5&x-expires=1747108800&x-signature=VSq461b9qfRCo5yw%2Fq2ME17c9ik%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@elricreviewer","Travel || Lifestyle
ads.bookingkol@gmail.com
Thông tin liên hệ của mình👇👇👇","false","false","1627","2337","74500","3500000","37700","Resort view biển mà mình đã ở tại Phan Thiết🥰#phanthiet #muine #elricreview #tiktoktravel #isbtalents #ThanhThoiLuotTet #learnontiktok #HelloVietnam #longervideos #hellophanthiet ","false","false","https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o4o46iAIqBya1xCZrwB1AkQkEf5YwvAijIIxFC~tplv-dmt-logom:tos-alisg-i-0068/oUQCA1FKCIAFYAz8CMraofAuHwi42BBCyEFIAi.image?lk3s=b59d6b55&x-expires=1747108800&x-signature=X2TVQDUcTV8S3LRMpIiSDqvbs7I%3D&shp=b59d6b55&shcp=-","540p","80","mp4","1024","https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o4o46iAIqBya1xCZrwB1AkQkEf5YwvAijIIxFC~tplv-dmt-logom:tos-alisg-i-0068/oUQCA1FKCIAFYAz8CMraofAuHwi42BBCyEFIAi.image?lk3s=b59d6b55&x-expires=1747108800&x-signature=X2TVQDUcTV8S3LRMpIiSDqvbs7I%3D&shp=b59d6b55&shcp=-","https://api.apify.com/v2/key-value-stores/eISShnheqlW0K8GlZ/records/subtitle-elricrevie-20240118044605-7325295041436503303-eng-US","eng-US","MT","machine translation","https://v16-webapp.tiktok.com/e3b9126f7415be71bb7fb1efe1cfa6f8/6822d0b6/video/tos/alisg/tos-alisg-pv-0037/f1a97054dfc6431fae9bc909f6136472/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=15330&bt=7665&ds=4&ft=IecA0oTzD12NvnHVJWIxRG5jLlBF-UjNSmopiX&mime_type=video_mp4&qs=13&rc=M3M5Z3Q5cmZkcDMzODczNEBpM3M5Z3Q5cmZkcDMzODczNEBwNmJsMmRjbWhgLS1kMTFzYSNwNmJsMmRjbWhgLS1kMTFzcw%3D%3D&l=20250511125357F2A90F95CFA4A6910AA6&btag=e00050000","4","https://api.apify.com/v2/key-value-stores/eISShnheqlW0K8GlZ/records/subtitle-elricrevie-20240118044605-7325295041436503303-vie-VN","vie-VN","ASR","automatic speech recognition","https://v16-webapp.tiktok.com/3b615b0f5bd2ff703c8a384f5021b92e/6822d0b6/video/tos/alisg/tos-alisg-pv-0037/16a8f418d8434472afd317e1aa76adff/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=15330&bt=7665&ds=4&ft=IecA0oTzD12NvnHVJWIxRG5jLlBF-UjNSmopiX&mime_type=video_mp4&qs=13&rc=M3M5Z3Q5cmZkcDMzODczNEBpM3M5Z3Q5cmZkcDMzODczNEBwNmJsMmRjbWhgLS1kMTFzYSNwNmJsMmRjbWhgLS1kMTFzcw%3D%3D&l=20250511125357F2A90F95CFA4A6910AA6&btag=e00050000","1:llm","576","https://www.tiktok.com/@elricreviewer/video/7325295041436503303"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a44314a7ab30f5e91d194f9db22f46b1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=dd465c91&x-expires=1747108800&x-signature=AbXWh11akg%2Fipz9LfcZSt4RmU%2BE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,"2869","1528","1268","0","67100","7176589038022198298","luketravel09","Luketravelvip","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a44314a7ab30f5e91d194f9db22f46b1~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=dd465c91&x-expires=1747108800&x-signature=AbXWh11akg%2Fipz9LfcZSt4RmU%2BE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@luketravel09","Cùng bạn xê dịch khắp nơi","false","false","12","360","41200","1100000","3928","5 khu Resort bậc nhất Việt Nam.  #resort #viral #xuhuong #review #hotel ","false","false","https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oUVsIDALYIau7jDAUQI5obQVfQWdGe5Co8ZMel~tplv-dmt-logom:tos-alisg-i-0068/o8AwEihcSnYTBKBApkgZ0YEAAF2QBazdAIiPW.image?lk3s=b59d6b55&x-expires=1747108800&x-signature=8MndJbsDz1OxhcPvDHDtVyqpaJQ%3D&shp=b59d6b55&shcp=-","540p","23","mp4","1024","https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oUVsIDALYIau7jDAUQI5obQVfQWdGe5Co8ZMel~tplv-dmt-logom:tos-alisg-i-0068/o8AwEihcSnYTBKBApkgZ0YEAAF2QBazdAIiPW.image?lk3s=b59d6b55&x-expires=1747108800&x-signature=8MndJbsDz1OxhcPvDHDtVyqpaJQ%3D&shp=b59d6b55&shcp=-",,,,,,,,,,,,,"576","https://www.tiktok.com/@luketravel09/video/7382153904777088264"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ea98eea770592be80f6f8e5f26916f76~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=edae54b8&x-expires=1747108800&x-signature=Fmfbu23WHwUre5UtmVUIEaA8VQs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,"342","5015","3","0","69400","7163869993309832218","green_pine_camp","Green Pine Camp","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ea98eea770592be80f6f8e5f26916f76~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=edae54b8&x-expires=1747108800&x-signature=Fmfbu23WHwUre5UtmVUIEaA8VQs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@green_pine_camp","FANPAGE: GREEN PINE CAMP","true","false","86","469","7217","741900","7144","Hè rồi đi Ninh Bình thuii #greenpineresort #trangangolfandresort #doithonghodongchuong #ninhbinh #dulichninhbinh #dulich #traveltiktok #travel #reviewninhbinh #GreenPineResort #TrangAnGolf #DoithonghoDongChuong ","false","false","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oYBDJCn5IEEC1vWrQYZiBQBUtSiDAVlagOkAS?lk3s=b59d6b55&x-expires=1747108800&x-signature=6QBsbtDK6TNozcrF%2BHVdQONpiBM%3D&shp=b59d6b55&shcp=-","540p","20","mp4","1024","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oYBDJCn5IEEC1vWrQYZiBQBUtSiDAVlagOkAS?lk3s=b59d6b55&x-expires=1747108800&x-signature=6QBsbtDK6TNozcrF%2BHVdQONpiBM%3D&shp=b59d6b55&shcp=-",,,,,,,,,,,,,"576","https://www.tiktok.com/@green_pine_camp/video/7372554011066633480"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d8280756bc6b83e27e5edf8a9fd39008~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=4bba5eac&x-expires=1747108800&x-signature=Py8r4rrKXKg1UJjQH8eduW4rxns%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,"2140","14000","31","0","386100","6803199801447482370","resortlifeofchiaki","Chiaki Travel","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d8280756bc6b83e27e5edf8a9fd39008~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=4bba5eac&x-expires=1747108800&x-signature=Py8r4rrKXKg1UJjQH8eduW4rxns%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@resortlifeofchiaki","My blog: @chiakiindalat
Klook / Agoda discount CODE: CHIAKITRAVEL","false","false","155","1067","47700","1400000","12400","Thật ra, khi cân nhắc câu từ để kể cho các bạn về Lat Valley, mình cảm thấy chỉ cần mô tả lại khung cảnh của buổi chiều hôm mình nghỉ lại đây. Đó là “sau khi cơn mưa hạ vừa ngớt, sương mù lãng đãng bay ngang thung lũng, sương phủ một lớp lung linh lên khu vườn. Từ ô cửa sổ phòng nhìn xuống là thấy như đang ôm cả thung lũng mây bay vào lòng.” Ở Đà Lạt, có lẽ chúng ta đều không mong gì hơn ngoài việc nghỉ ngơi trong một nơi chốn như Lat. #resortlifeofchiaki #chiakiindalat #latvalley #latvalleydalat #tiktoktravel #resortdalat #dalattrip ","false","false","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/e55eb67eaa6f48f186cb54a716939455_1694768589?lk3s=b59d6b55&x-expires=1747108800&x-signature=RFF5v8XMqEQ80SlX0TBsPntvR2M%3D&shp=b59d6b55&shcp=-","540p","24","mp4","1024","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/e55eb67eaa6f48f186cb54a716939455_1694768589?lk3s=b59d6b55&x-expires=1747108800&x-signature=RFF5v8XMqEQ80SlX0TBsPntvR2M%3D&shp=b59d6b55&shcp=-",,,,,,,,,,,,,"576","https://www.tiktok.com/@resortlifeofchiaki/video/7278975639527476488"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/e4ee02326d963c792aa54ebaeb2c7d43~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=3bf34331&x-expires=1747108800&x-signature=oQzrgnGjB7l92ivkBfWQrSLCh5I%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,"1637","38600","4629","0","349700","7156793107606209562","thichdulich.5sao","Thích Du Lịch","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/e4ee02326d963c792aa54ebaeb2c7d43~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=3bf34331&x-expires=1747108800&x-signature=oQzrgnGjB7l92ivkBfWQrSLCh5I%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@thichdulich.5sao","1 phút để bạn có chuyến du lịch trọn vẹn.","false","false","428","675","3442","302300","1012","#trainghiem The Anam Resort Cam Ranh- ốc đảo thiên đường ven biển  🌤🌤🌳🌳 #theanamresort #theanamresortcamranh #nhatrang #camranh #dulichnhatrang #reviewresort #resort #resortnhatrang #nghiduong #dulich #traveltiktok #dulich5saovietnam #xuhuong #trending #TuHaoDaSac ","false","false","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0e0be905804b4274a33ef380ea69ac5b_1686284072?lk3s=b59d6b55&x-expires=1747108800&x-signature=aRCPGBiaBoSQKgloguwkur7wOHk%3D&shp=b59d6b55&shcp=-","540p","64","mp4","1024","https://p16-sign-va.tiktokcdn.com/obj/tos-maliva-p-0068/0e0be905804b4274a33ef380ea69ac5b_1686284072?lk3s=b59d6b55&x-expires=1747108800&x-signature=aRCPGBiaBoSQKgloguwkur7wOHk%3D&shp=b59d6b55&shcp=-","https://api.apify.com/v2/key-value-stores/eISShnheqlW0K8GlZ/records/subtitle-thichdulic-20230609041403-7242534797560614150-eng-US","eng-US","MT","machine translation","https://v16-webapp.tiktok.com/4235ae23dd42cd65a4d614253c86be68/6822d0a6/video/tos/useast2a/tos-useast2a-v-0068/2cc1aee07dde4a13bd2a1b130c2c7764/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=3704&bt=1852&cs=0&ds=6&ft=IecA0oTzD12NvnHVJWIxRG5jLlBF-UjNSmopiX&mime_type=video_mp4&qs=13&rc=am5lajc6ZnBkbDMzNzczM0Bpam5lajc6ZnBkbDMzNzczM0AzNnBwcjQwXy5gLS1kMTZzYSMzNnBwcjQwXy5gLS1kMTZzcw%3D%3D&l=20250511125357F2A90F95CFA4A6910AA6&btag=e00050000","4","https://api.apify.com/v2/key-value-stores/eISShnheqlW0K8GlZ/records/subtitle-thichdulic-20230609041403-7242534797560614150-vie-VN","vie-VN","ASR","automatic speech recognition","https://v16-webapp.tiktok.com/c633ecc7923b29b0e3e02e51f48d589d/6822d0a6/video/tos/useast2a/tos-useast2a-v-0068/ac6c5b17ed2f476e8a8171388bf12570/?a=1988&bti=NDU3ZjAwOg%3D%3D&ch=0&cr=3&dr=0&lr=all&cd=0%7C0%7C0%7C&cv=1&br=3704&bt=1852&cs=0&ds=6&ft=IecA0oTzD12NvnHVJWIxRG5jLlBF-UjNSmopiX&mime_type=video_mp4&qs=13&rc=am5lajc6ZnBkbDMzNzczM0Bpam5lajc6ZnBkbDMzNzczM0AzNnBwcjQwXy5gLS1kMTZzYSMzNnBwcjQwXy5gLS1kMTZzcw%3D%3D&l=20250511125357F2A90F95CFA4A6910AA6&btag=e00050000","1","576","https://www.tiktok.com/@thichdulich.5sao/video/7242534797560614150"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/511dd5510b99f93796a3426819c4baa8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=ebd389c0&x-expires=1747108800&x-signature=O%2FKTlToHLXV0yXicpTZGCCSIj98%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my",,"6475","53800","97","0","4200000","6563192678362742785","tronlam.dichill","Trốn làm đi chill 🫠","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/511dd5510b99f93796a3426819c4baa8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=ebd389c0&x-expires=1747108800&x-signature=O%2FKTlToHLXV0yXicpTZGCCSIj98%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=b59d6b55&idc=my","false","https://www.tiktok.com/@tronlam.dichill","Coffee • Dining • Travel • Life Style
🖇️
Direct ig @thxnhcong for work","false","false","573","449","17200","800200","5277","Cách Hà Nội khoảng hơn 2 giờ lái xe, với vị trí ngay sát bờ biển cùng không gian xanh mát thì chắc chắn sẽ là lựa chọn lý tưởng cho hè này 🛀🏾 #tronlamdichill #ngthcong #xuhuong #dulichhe2024 #travel #dulichhaitien #reviewdulichhaitien #haitienresort ","false","false","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c6a185a296c246178294a1a54a4bc1fd_1714107091?lk3s=b59d6b55&x-expires=1747108800&x-signature=Pf78sWuXlqSWFzNMraOqE7gnNug%3D&shp=b59d6b55&shcp=-","540p","21","mp4","1024","https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c6a185a296c246178294a1a54a4bc1fd_1714107091?lk3s=b59d6b55&x-expires=1747108800&x-signature=Pf78sWuXlqSWFzNMraOqE7gnNug%3D&shp=b59d6b55&shcp=-",,,,,,,,,,,,,"576","https://www.tiktok.com/@tronlam.dichill/video/7362033828828957959"
